id,label
11813,0
10829,1
1258,0
8626,1
8872,0
12450,0
10125,0
11449,1
8826,0
4257,1
9098,0
1712,0
11474,0
11161,1
3641,1
6220,0
11434,0
2732,1
10339,1
4357,0
7484,1
5618,1
7089,0
6377,1
5325,0
9583,1
10487,1
10117,0
4400,1
2682,1
2010,1
4468,0
2417,0
1917,0
8598,0
1424,1
352,1
9369,1
11393,0
4302,1
6418,0
106,0
7949,1
9657,1
6595,0
2030,0
5361,1
286,1
7400,1
9437,1
4339,0
9914,1
10146,1
10699,0
4804,0
1801,1
4330,1
12403,1
10779,0
8967,0
11171,0
3591,0
4477,0
3184,1
4493,0
1041,0
7262,0
7008,1
7188,1
12267,1
2225,0
2492,0
192,1
8702,1
3022,0
6389,1
8257,0
9032,0
8720,1
8440,1
260,0
8364,1
9961,0
6572,0
11196,0
108,0
7152,0
10514,1
3694,0
10676,0
6826,0
7318,1
4828,1
2461,0
11517,0
10788,0
2832,1
10876,1
1426,0
10817,0
112,1
2863,0
4769,0
300,0
7512,0
4831,0
125,0
5441,1
9553,0
4580,0
4082,0
7938,1
1343,1
2164,0
5218,1
12478,0
2527,1
8250,0
6537,0
7548,1
7183,1
11905,0
6630,1
1206,0
3162,0
8035,0
1052,1
3820,0
4058,0
3385,1
1160,0
35,0
4683,0
9556,1
8277,1
7749,0
10317,1
1008,0
3075,1
11192,0
4565,0
10345,1
6737,1
7491,0
5467,1
1658,1
11092,1
927,0
7850,0
3730,0
7702,0
10152,0
1163,0
1934,0
3686,0
1464,0
7769,1
4052,0
591,0
6051,1
10083,0
4207,0
7635,0
4795,1
8660,0
959,0
6097,0
8850,0
6607,1
7328,1
4348,0
3399,0
12151,0
12029,0
975,0
4487,0
3266,0
12445,0
6565,0
8436,0
1867,0
9240,0
2337,0
7380,0
2597,0
156,0
5832,0
6907,1
8168,1
11671,1
9780,0
1512,1
11210,1
5294,0
5727,0
7061,0
9338,0
11541,1
5995,1
10745,0
5889,0
6714,0
6177,1
11939,0
3585,1
786,1
6090,1
11396,0
11800,0
5921,0
11151,1
8934,0
364,0
2154,1
3187,1
5076,0
8696,1
401,1
10222,0
93,0
3165,0
1441,0
1046,0
3650,1
11520,1
10273,0
7516,1
8829,1
5402,1
4447,1
2635,1
5760,0
7707,1
12155,1
9451,0
2713,1
4072,1
5079,0
5581,1
4541,1
2776,0
3984,1
5731,0
11350,0
7034,1
5001,1
4639,1
8965,1
10453,1
742,1
9566,1
4532,1
10299,1
10213,0
4230,1
8077,1
588,0
6546,1
5577,1
3015,1
4768,0
9575,0
8397,0
9945,0
960,1
7612,1
50,0
10397,0
4946,1
8444,1
7597,0
10925,1
9496,0
11688,0
11632,0
8728,1
3851,1
3815,0
11442,1
4678,0
374,1
3064,1
8889,1
11246,0
2476,1
3142,0
5667,1
2338,0
193,0
3517,0
7243,0
3543,0
8376,0
3947,1
8093,0
6037,0
545,1
2535,0
2751,1
11633,0
12176,0
8963,0
9456,1
6829,0
3525,0
7646,0
9320,0
1324,0
10818,0
9172,0
6248,1
4218,1
4613,0
11515,1
4674,1
6933,0
2350,1
8887,0
5702,0
11094,0
650,1
9235,0
7353,1
8570,0
8448,1
6802,1
1846,0
4767,1
2917,0
2299,0
1839,0
3442,1
517,1
7995,0
7729,0
2545,0
7824,0
7298,1
958,1
5230,1
9840,0
9569,1
8101,1
8133,0
3577,0
4139,0
9613,1
2799,0
4808,1
972,0
2652,1
333,1
5416,1
877,0
8557,1
8475,0
4349,0
9833,1
6867,0
5206,0
811,0
9431,1
5025,0
9060,0
2758,0
7032,0
12394,0
6566,1
217,1
8437,0
8513,0
6043,0
7945,1
10949,0
9789,1
9481,0
3169,0
287,0
10417,0
9718,1
1,1
9401,1
1094,1
4253,0
3804,0
11191,1
12458,0
8390,1
896,0
7607,0
4908,1
8745,1
5023,1
12490,1
2588,0
9602,1
2475,0
3091,0
8195,0
11835,1
5802,0
6131,0
8767,1
6496,0
11786,0
8780,0
1452,1
7322,0
9776,1
10407,0
3014,0
9454,0
1019,1
7551,1
11222,1
4217,0
4659,0
5268,1
4842,1
9907,0
11749,1
2123,1
3684,0
7256,1
7762,0
674,0
3347,0
7107,1
1763,0
8143,1
5939,0
9564,0
12079,1
11686,1
857,1
2644,0
8463,1
10792,0
10821,1
7165,0
2762,0
8493,0
1326,0
9593,0
7306,1
4024,1
8589,1
5746,0
2592,0
6819,1
1515,0
11960,1
10441,0
2690,0
8433,1
4360,0
3967,1
4038,0
9425,0
7277,0
5943,1
11085,0
3582,0
11826,0
4429,1
2407,0
1185,0
4261,1
1114,1
3421,1
6412,0
10737,0
3519,1
1112,0
6201,1
1887,0
4558,1
8672,1
12000,1
9017,1
9013,1
2878,0
10862,0
1289,1
3882,1
6393,1
624,0
8520,0
2926,1
3628,0
7875,1
10338,0
9058,1
8358,1
8937,0
1384,0
9897,0
1232,1
3657,0
6005,1
5090,1
1695,1
6416,0
1101,1
1030,0
805,0
9507,0
1457,1
2446,0
1253,1
8197,0
11616,0
2420,1
6169,1
255,1
12328,1
4737,1
1842,1
5205,0
1233,0
9303,0
5660,1
1406,0
1275,1
7151,1
1540,0
10071,0
1987,1
8279,1
3044,1
7518,1
1711,1
4260,1
9742,1
12275,1
12430,1
5651,1
2170,0
6988,1
498,1
9959,1
6775,1
11584,1
12064,1
5963,0
6902,1
3980,0
5779,1
10361,0
3691,0
4089,0
9582,0
4603,1
8048,0
7038,0
8453,0
10070,1
6614,0
2707,0
4308,0
11038,0
12356,0
12216,0
8832,0
5700,1
943,0
1833,0
2248,1
2242,0
3470,1
6967,1
11237,1
4476,0
6144,0
6216,0
7558,1
1841,1
5844,0
743,0
2612,1
2666,0
3244,1
5339,1
6727,0
11472,1
9524,1
3845,0
1479,0
8363,0
12498,1
2745,1
5411,1
1855,1
3156,1
9224,1
11904,1
5569,0
9640,0
1586,0
5780,1
12352,1
4957,0
11757,1
7750,0
9998,0
2277,0
10521,0
9823,1
543,0
6768,0
11790,0
8409,0
4563,1
5884,1
5497,0
2440,0
4514,0
3369,0
11945,0
9609,0
1063,0
3877,1
10855,1
10368,1
5659,0
10300,1
10739,1
9313,0
917,0
11019,1
3221,0
11985,1
4727,0
9279,1
4664,1
10918,0
4644,0
6926,1
9684,1
5656,1
12499,1
1805,0
6259,0
5813,0
4300,1
9515,1
10208,1
4571,1
3057,1
4841,0
11115,0
8237,0
36,0
1128,0
5504,1
7466,0
1537,1
2591,0
11405,0
7179,1
11638,0
729,0
5663,0
2014,0
833,1
1090,1
4191,1
684,0
10655,0
8315,0
7736,1
4303,1
3038,1
7367,1
3742,1
12489,0
4870,1
9083,1
9257,1
5465,1
7679,0
5737,0
3415,0
6444,0
10073,0
9584,1
11942,0
7539,0
1376,1
9336,1
4210,1
1572,1
9142,0
8856,0
246,0
2678,0
194,0
1230,0
9154,0
12496,0
22,0
11234,0
1941,1
10773,1
1605,0
3835,0
8239,0
2763,1
3191,0
9969,1
11406,1
10202,1
7773,0
5208,0
6410,0
6707,1
3229,1
9771,1
5683,0
2842,0
4754,0
779,1
12339,0
2108,0
4963,1
4491,1
5167,0
3917,1
7393,0
2495,0
5134,0
9305,0
10216,0
2934,0
2730,1
7304,0
1402,1
7361,1
4313,0
4212,0
150,0
7867,0
2655,1
1830,0
5612,0
10355,1
4988,1
389,1
12278,1
970,1
2734,0
3903,0
2979,0
5004,1
10535,0
495,1
12244,0
9561,0
8933,1
2408,0
1776,1
3020,0
12208,1
4067,1
12120,1
3677,1
5065,0
4162,0
12423,0
3711,0
2892,1
9842,0
5291,0
9312,1
4044,1
4505,0
2087,0
9314,0
11866,0
1488,0
8772,0
314,0
9268,0
12357,1
10027,1
5170,0
6790,1
6233,0
5684,1
2137,0
6822,1
9795,0
4625,0
7497,0
5615,0
2075,0
508,1
8920,1
2226,1
6473,1
5101,1
1576,1
12227,0
9497,1
7055,1
5383,1
10104,1
5713,0
3699,0
1222,0
806,1
11622,0
4213,0
11124,0
164,1
5940,0
4549,0
8700,1
5179,0
11089,0
1851,1
1795,0
10539,0
9513,0
9220,1
4004,0
10065,0
12075,0
9714,0
12290,1
2723,0
7957,1
4515,0
11759,1
6569,0
8606,0
1618,0
6314,0
6243,0
10969,0
8163,0
6214,1
4609,0
12371,1
3192,1
964,0
11243,0
2424,0
9337,0
7240,0
71,1
6823,1
796,1
8102,1
7149,0
8238,1
7504,1
6345,0
888,0
11494,0
8612,1
1280,0
10240,0
8010,1
11558,0
7241,0
9862,0
2726,0
9038,1
10325,0
2843,1
10805,0
6945,0
9938,0
473,1
10883,1
7212,0
1022,0
9794,0
10353,0
7578,0
10799,0
8839,0
4382,0
1067,1
6780,0
11672,0
2406,1
5982,0
11098,0
1680,0
903,1
1419,0
9384,1
446,0
5295,0
5721,0
11739,0
9092,0
5368,0
1064,0
9174,1
11145,1
7909,1
529,0
6512,1
5019,1
1335,0
10403,1
2974,1
3278,0
8229,1
8514,0
1606,0
8656,0
634,0
4970,0
10996,1
8378,1
6065,1
10185,1
10121,0
7857,0
1178,0
12242,0
4635,1
5902,0
4819,0
7521,0
4773,1
8410,1
9629,0
12129,0
7146,0
2032,0
7406,1
6599,1
4938,1
4538,0
2409,1
10654,0
8369,1
4920,0
359,0
10500,1
6165,0
8254,0
7014,0
12142,0
8187,1
7378,1
3265,0
10551,1
1501,1
9533,1
9502,0
671,0
4389,0
9372,1
257,1
4761,0
12060,0
9176,0
8808,0
7069,1
595,1
7845,1
5394,1
11476,0
11142,0
10396,1
8952,1
8655,0
8224,1
6478,1
7822,1
11725,1
9377,1
9368,0
5708,1
1879,0
5554,1
2428,1
3895,0
11698,0
4171,1
1467,0
6903,0
1940,1
11509,0
954,0
11788,0
7886,0
12251,1
7396,0
6856,1
10506,0
5420,1
3813,1
8068,0
4008,0
10312,0
10046,0
6890,0
10456,1
1645,1
6495,0
1517,0
6567,1
9590,0
9389,0
5742,1
1994,1
5966,1
8486,1
10179,1
9165,1
6881,0
7726,0
5673,0
12145,1
6836,0
11741,1
3892,0
361,0
6605,0
11152,1
11302,0
9378,1
3215,1
2607,0
11811,0
734,0
10516,1
3875,1
2583,1
57,1
1388,0
7123,1
3645,1
3506,1
8384,1
11837,0
7399,1
4641,1
5975,1
7908,1
6746,0
6884,0
3114,0
1642,1
7565,0
808,1
8563,0
3886,0
7138,1
3631,0
1394,0
974,1
6866,1
8034,0
6552,0
11596,0
8646,1
11958,1
5245,0
8137,1
5767,0
9202,0
79,0
11691,0
3435,1
10092,1
14,0
3958,0
456,0
5676,0
6596,1
8671,1
4022,0
10690,0
2047,0
370,1
11755,0
2526,0
105,0
10052,0
12040,1
11408,1
1404,0
8225,0
6559,0
6697,0
10629,1
12482,0
3558,1
2088,0
1017,0
9299,0
8406,0
11387,1
5821,1
5642,1
7803,1
9568,0
10491,0
7077,1
12413,1
4060,0
1821,1
3352,0
5575,1
6423,0
10074,0
12003,0
10722,0
1769,1
11331,1
7384,0
5127,1
4895,1
8177,1
4005,0
1662,1
4923,0
11066,1
2617,1
2321,0
7531,1
10541,1
4689,1
10072,0
1782,1
90,0
7876,0
12016,0
1938,1
7944,0
11861,1
10909,1
3755,1
1604,0
9025,1
7398,1
272,0
5698,1
2774,1
5808,1
8623,1
6443,1
5269,0
9236,0
2637,0
843,0
5158,1
2870,1
4880,0
11373,0
8618,0
5305,0
8814,0
8497,1
9754,0
2287,0
11269,1
7449,1
9787,0
12191,1
310,0
10333,0
983,1
5816,0
5805,1
8614,0
11274,1
7593,0
3259,0
2810,0
6810,0
10030,1
7917,0
3109,1
8189,0
6578,0
6403,0
3864,0
11766,1
1190,0
10593,1
6349,1
11288,0
163,0
649,1
8816,1
864,0
11649,1
3464,1
1171,0
2007,1
5511,0
9006,0
6274,0
154,0
6656,0
11602,0
3322,0
4423,0
6653,1
5148,1
10127,1
8273,0
7029,0
5328,1
9330,1
1109,0
10087,1
7575,0
1011,0
10187,1
1825,1
3307,0
9857,0
6046,1
7426,0
169,0
9162,0
7510,1
7577,1
6888,0
11452,0
10367,1
5587,1
8608,0
149,0
1311,1
7364,1
10992,0
4469,1
10911,1
2289,0
6913,0
10673,1
8810,0
2140,1
1902,0
1840,1
2300,1
9053,0
3113,0
10172,0
12163,1
324,0
11136,0
10984,1
6210,0
1054,1
6247,0
3010,0
12467,0
8484,0
4961,0
3754,0
8312,0
8711,0
4238,0
11080,1
9757,0
226,1
3852,0
9426,0
2722,1
4818,0
1427,1
9648,0
157,0
4069,1
12345,0
10605,0
8651,1
12347,0
618,0
3420,1
5707,0
1993,0
2103,1
6520,0
4433,0
12315,1
620,1
10830,0
5373,0
8148,1
12389,0
2375,0
65,1
5267,0
3029,1
4234,0
2388,1
3183,0
2964,1
683,0
8150,0
7392,1
3496,0
11924,0
8544,1
10196,1
8820,0
11724,0
7968,0
11641,0
2214,1
6400,0
2447,1
1951,0
8752,0
5881,1
12121,0
4215,1
12135,0
1882,1
8555,0
6529,1
9966,0
5728,0
11512,0
11176,0
3122,1
2356,1
10423,0
8877,1
5949,0
10017,0
3807,1
5393,1
3752,1
10049,0
8803,0
1737,1
8684,0
3248,1
8104,0
6160,1
10586,0
8984,0
11820,1
7926,0
11732,1
87,0
7690,0
3279,1
7828,1
2533,1
4814,1
8097,0
1569,1
736,1
7833,0
3623,1
4694,0
4877,0
2488,0
3968,1
1995,0
4699,0
7711,1
1628,1
8792,1
11972,1
4441,0
9997,1
1844,0
368,0
1060,0
4868,1
827,0
9049,0
5834,0
2484,1
3702,0
7292,0
12113,1
5771,1
2456,1
10266,0
8276,1
3596,1
1726,1
34,0
1794,1
1297,0
989,1
2198,1
9974,0
9817,1
921,0
1105,1
122,0
6675,1
5904,1
11802,1
8026,0
5641,1
4740,0
7468,1
9999,0
10796,0
9822,1
2897,0
4741,0
1354,0
8721,1
2686,0
3559,0
4180,1
4177,1
11061,0
11138,1
2920,0
3090,0
4125,1
10351,0
2670,0
11516,1
6334,0
5518,0
10038,1
8905,0
2937,0
2578,0
5414,0
10892,1
10794,1
10268,1
1473,0
2522,0
7167,0
2344,0
8901,1
1671,1
4057,1
7343,1
12428,0
11390,0
10415,1
12441,0
8775,1
7053,1
12175,1
5988,0
9023,1
5047,0
9528,0
5351,1
8271,1
9374,0
84,0
11438,1
6279,1
10540,1
9723,1
7506,0
7922,1
8451,0
9865,0
2693,0
2936,1
1295,0
10873,0
224,0
6896,0
12368,0
9376,0
8661,1
2398,1
3104,1
4380,0
9249,1
11011,0
3275,0
11546,0
11281,1
4978,0
9462,0
3672,0
1323,0
6313,1
2530,0
7376,1
6679,1
2171,0
8283,1
2681,0
161,0
6339,0
10115,0
4391,1
8153,1
10967,0
12283,0
2314,1
4427,1
6662,0
3964,0
7015,0
1169,0
11310,1
10466,1
11045,0
9322,0
7636,0
4935,1
1499,0
10602,0
7272,0
12409,1
8446,0
5434,1
1700,0
6432,1
2821,1
10111,0
11991,0
9732,0
7732,1
10667,1
6957,0
3157,1
5070,1
4249,0
1959,0
6843,1
4208,1
158,1
2293,0
4243,0
6199,1
4090,1
8786,0
1313,0
11825,1
6431,0
818,0
3510,0
6623,0
8382,1
8159,1
355,1
1718,0
1370,0
9464,0
458,0
7286,0
2056,1
8118,1
11033,1
3616,0
2822,1
1259,0
7897,0
9922,0
6380,0
4863,0
4225,0
10262,1
11103,0
11705,1
767,1
4483,0
3563,1
10252,0
3411,0
10666,1
3457,0
2295,1
6730,0
7698,0
10505,0
1591,1
10524,1
10761,1
7190,1
7601,0
12390,0
643,1
10942,0
3484,0
6715,1
1068,1
900,1
10932,1
6275,0
10153,1
2520,1
8784,1
7308,0
1939,1
8509,0
10301,0
10480,0
4588,0
4825,1
4956,0
7665,1
7209,1
60,0
2054,1
6132,0
5568,1
1746,1
243,0
809,1
10233,1
271,1
2603,0
7375,1
307,1
9090,0
7213,1
6250,0
1141,0
9982,1
5037,0
11740,1
7427,1
9758,1
5791,0
1765,0
3759,0
5446,1
3970,1
6202,0
12284,1
12117,1
5122,0
5956,1
1984,1
8638,1
7771,1
11878,1
2386,1
7489,1
6249,1
2850,0
11718,1
8982,1
9958,0
991,0
7478,0
11227,1
11848,0
2304,1
6584,0
1777,0
8615,1
3911,0
427,0
4132,1
2561,1
8798,0
1344,0
12296,0
11197,0
997,1
11386,1
1911,0
2143,1
8785,0
9342,1
2463,0
12111,1
4996,0
11013,1
1557,1
10292,0
8062,0
12358,0
11303,1
6961,0
2163,1
12193,0
6189,0
7300,1
1829,1
5013,0
9099,1
11315,1
9803,0
3950,1
2669,0
2812,0
8179,0
10294,0
2204,1
10678,0
6186,1
1580,0
819,0
9796,0
4407,1
2672,0
7194,0
3927,1
2577,1
562,0
155,0
4275,1
11334,0
1615,0
8554,0
7313,0
5541,1
11773,1
9324,0
7299,0
550,0
3644,0
5440,1
4059,0
1086,1
5961,0
9681,0
1331,1
3940,1
6268,0
12361,1
6342,0
9492,0
8892,1
1051,1
3480,0
1268,0
11046,1
10298,1
8895,0
7678,1
5310,1
3913,0
6180,1
6150,0
9687,1
7266,0
4698,0
12463,1
1607,0
5950,0
7514,0
8542,1
1389,1
10944,0
4135,0
6857,0
3138,1
6850,1
4787,1
7216,0
4608,0
114,0
12224,0
12326,0
1062,0
1451,1
8790,0
4228,0
3505,1
12431,0
6531,0
1969,0
2076,0
336,0
8322,1
9412,0
11824,1
4553,0
874,1
453,1
1296,0
8800,1
4918,0
9519,0
6602,1
12419,0
7355,0
8853,0
6985,1
3440,1
12122,1
6021,0
10113,1
3441,1
12106,0
1497,1
3462,0
7616,1
2894,0
239,0
9177,1
8863,1
2259,0
9243,0
11675,0
7141,1
11721,0
2069,1
11793,0
11869,0
9722,0
7401,0
10791,0
10063,1
2257,0
8611,1
563,0
11814,1
2269,0
9096,0
1845,1
8259,1
12082,1
12017,1
5562,1
1417,0
2136,1
4438,1
11311,1
9284,0
4854,1
3102,0
1524,0
2800,1
10815,1
4778,0
2115,0
205,0
10778,0
9984,1
2466,0
7701,1
4506,0
6242,1
2095,1
8724,0
8044,0
358,1
12172,1
10582,0
2766,1
5710,0
2494,1
7721,0
2017,0
2584,0
8519,1
6111,0
2699,0
2534,0
5173,1
4093,0
10644,1
3337,0
2188,0
5665,1
12317,0
6634,0
7904,0
4064,0
5552,0
11332,1
514,0
7186,0
3051,1
5886,1
7905,0
6929,1
3250,0
7758,1
11768,0
637,1
2761,1
377,1
1093,1
7429,0
1617,1
4296,0
9209,0
1118,0
9543,0
8929,0
3897,1
1811,1
5804,1
3305,0
1279,0
11693,0
10318,0
9866,1
10756,0
10681,0
5876,0
11119,1
6852,1
8869,1
10758,1
10842,0
7192,0
6794,1
2890,0
7323,0
2752,1
3115,1
3054,1
5946,1
1159,0
10387,1
12220,1
3354,1
9802,0
2504,1
1663,0
7066,1
868,0
5542,0
49,1
11624,0
11287,0
3365,1
10380,1
1508,1
7700,1
7001,1
5924,1
7560,1
10767,1
5528,1
245,1
5981,0
1862,0
8361,1
4958,0
1269,1
12223,0
2846,0
5384,0
11440,0
7872,1
4605,0
1566,0
2262,0
6895,1
8046,0
5324,1
4646,0
7031,0
1446,0
376,0
10697,1
11437,1
8065,1
10637,0
455,0
384,1
2568,1
7082,1
7390,1
5701,1
7614,0
1434,1
11050,1
11687,0
11807,0
570,0
9509,1
3707,1
3224,1
9010,0
7839,1
3977,0
11510,1
5909,0
5002,0
38,0
12076,1
621,0
3379,0
12378,1
9311,0
350,1
5359,0
2689,1
8183,1
10279,1
1140,0
9285,1
423,1
5835,0
2228,1
54,0
2249,0
3719,1
281,1
2898,1
3372,1
3261,1
8348,0
1045,1
12218,0
2000,1
10150,0
7737,0
12487,1
12492,1
8106,1
1924,0
8403,1
11248,1
1018,1
12491,0
9948,0
1703,1
11943,0
1048,1
7500,1
3955,1
2383,1
6471,0
10554,1
505,0
9042,0
3930,1
12118,0
10579,1
5749,1
11579,0
2043,0
9841,1
891,0
4865,1
5404,1
2178,0
2118,0
2397,0
10597,0
3652,0
6,0
6936,1
1668,0
9230,1
5053,0
468,0
11865,0
303,0
9474,1
4833,0
4392,0
2402,0
6322,1
10609,1
494,0
1596,0
4379,0
4167,0
7142,1
8531,0
3087,0
4955,1
11402,1
7389,0
8464,1
6054,0
9960,0
8640,0
7528,1
1172,1
3041,0
501,0
8805,0
10838,0
9280,1
7071,0
9909,0
4661,0
5903,0
10033,0
12479,0
4182,0
10771,1
4100,0
6028,1
10096,1
8649,0
11230,1
2185,1
2809,0
2826,0
11489,0
668,1
11424,0
4800,0
1640,1
3255,0
6295,1
10849,0
4084,0
500,0
9381,1
6085,1
6747,0
3690,0
1875,0
4499,0
1742,1
10429,1
9461,0
2744,1
7802,0
1563,1
3668,0
1453,0
51,0
5360,0
7689,0
8962,0
5736,0
9212,1
1123,0
11256,0
1672,1
3220,0
148,0
20,0
254,0
3874,1
1267,1
8659,0
12303,1
11702,0
10991,0
3986,1
3905,1
12399,0
1392,0
8983,1
11420,1
6555,0
2986,0
433,1
12306,0
7591,1
3666,0
5159,1
5313,0
9231,1
735,1
5163,1
6789,0
1705,1
956,1
6956,1
12340,0
10966,1
11431,0
1405,1
7992,0
676,1
1992,0
9331,0
8860,1
8144,0
7893,1
7911,1
11016,1
4147,0
6237,1
4753,0
1366,1
2903,0
6164,0
2098,1
6880,0
2363,0
3300,0
9443,1
9683,0
7435,1
385,0
3276,0
8084,1
1066,1
10530,0
4173,1
9812,0
10228,0
4807,0
7642,0
9981,0
7846,1
9414,1
1895,0
1021,0
9448,1
4823,1
9050,0
8932,0
2626,1
10639,1
4329,0
10412,0
11397,0
9316,0
8206,1
4457,1
9918,1
5785,0
5423,0
8644,0
10337,0
12027,0
7412,1
4268,1
10732,0
4680,1
12123,0
2851,0
11613,1
10328,0
8527,0
3523,1
2279,0
8389,1
8876,0
12291,1
179,1
9668,1
5915,1
1198,1
4985,0
6351,1
8621,1
1730,1
6809,1
26,1
12099,1
2216,1
2665,0
10141,1
2283,0
9636,0
337,1
4237,0
11415,0
8941,0
11499,0
8293,0
6753,1
4466,1
4654,0
1130,0
3296,0
7843,0
9912,1
10031,1
9971,0
362,0
232,0
8731,0
5958,1
11611,0
10498,0
11209,0
10575,0
10704,0
3508,1
8247,0
2560,1
8169,1
7030,0
5637,0
4513,0
8540,1
9011,0
6871,0
933,0
8864,1
871,1
7207,0
1627,0
1014,1
1750,0
2273,0
5830,0
9829,1
4550,0
5113,0
10122,0
11737,1
10910,0
5592,1
248,0
5576,0
1682,1
2599,1
8562,1
3095,1
5102,0
6075,0
7969,1
3994,0
12184,1
3797,0
8636,1
10868,0
9847,1
3327,1
6977,0
2806,1
10577,0
1332,1
55,0
10340,0
9628,0
2910,1
10308,0
10723,1
1679,0
12382,1
3200,1
12126,1
11414,0
1854,0
5936,1
10889,0
5601,1
1484,0
12359,0
3974,1
9310,1
11320,1
2757,1
2918,0
9861,1
10251,1
555,1
3202,0
8776,0
6062,0
3268,0
6227,0
916,1
8174,1
9291,1
10730,1
3600,1
6460,1
8722,1
8875,0
11538,0
11639,0
6441,0
10059,0
3774,1
9351,0
5929,1
7395,1
4733,1
3272,1
4743,1
9669,0
10529,0
11380,1
10381,0
3942,1
6864,0
9745,1
10217,1
8845,0
6096,0
3249,0
3209,1
6604,0
10669,0
8164,0
1459,0
5685,0
4104,1
6367,1
6304,0
6324,0
11716,1
4739,0
11411,0
11644,0
209,1
5176,1
3878,0
7891,0
6323,1
11900,0
372,0
1483,1
6458,1
6499,1
8592,0
11606,0
2019,0
8874,0
5003,1
190,1
1859,1
4432,1
4633,0
11530,0
6457,1
4298,0
1807,0
882,1
7459,0
6641,1
10171,0
4390,1
11896,0
4481,0
6611,1
5882,1
3040,0
10455,1
1038,1
4358,0
9491,0
12414,0
11064,0
2418,0
6743,0
1129,1
4450,0
1261,1
8213,0
424,1
5327,1
2849,0
6159,0
1069,0
6154,1
9608,1
12215,0
516,1
5289,1
3581,0
11123,1
1429,1
10674,0
9081,0
3697,1
7201,0
12383,1
6174,0
11572,0
7302,0
2074,0
9749,1
121,0
5998,0
11208,1
5560,1
1710,0
878,1
2307,0
2390,0
4993,1
2129,1
5507,1
10931,0
5918,0
6712,1
9896,0
2033,1
3825,0
6516,1
6181,0
4885,0
6899,1
1699,1
5196,0
4634,0
8558,0
11156,0
12063,0
11647,1
5104,0
2594,1
6648,1
6842,1
2772,1
3245,1
